id,domanda,reale,alternative_json
1355,is tissue composed of one type of cell,false,"[{""domanda_alt"": ""is tissue composed of one type of cell"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.11110855359936511, ""false"": 0.888873374511131, ""altro"": 5.385657973678028e-06}, ""ordine"": null}, {""domanda_alt"": ""Does tissue consist entirely of a single kind of cellular component?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.29460428911708186, ""false"": 0.705369590710496, ""altro"": 9.050780893851453e-06}, ""ordine"": null}, {""domanda_alt"": ""Does every cell within a specific tissue belong to the same cellular lineage?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4075439872754948, ""false"": 0.5923766308340022, ""altro"": 2.1973927406259008e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a tissue consist entirely of uniform cell types?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.038752382194685346, ""false"": 0.9612166604800891, ""altro"": 1.1394012498343882e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a tissue consist entirely of cells of the same cellular origin?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9702317267601087, ""false"": 0.029759749330423912, ""altro"": 3.990883185523034e-06}, ""ordine"": null}, {""domanda_alt"": ""Are all cells within a particular tissue identical in nature?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0010638595504915448, ""false"": 0.9989327340638762, ""altro"": 2.0693551018067833e-06}, ""ordine"": null}, {""domanda_alt"": ""Does a tissue consist solely of cells that are identical in structure?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0036815861449242364, ""false"": 0.9963103709373087, ""altro"": 4.4783520100752804e-06}, ""ordine"": null}, {""domanda_alt"": ""Does a tissue exclusively consist of cells that are identical in origin?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.16617194501661797, ""false"": 0.8337770092733324, ""altro"": 2.378286470682904e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a sample of tissue consist entirely of cells that share the same characteristics?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.37934195838991475, ""false"": 0.6205761477543148, ""altro"": 2.106466330271428e-05}, ""ordine"": null}, {""domanda_alt"": ""Does tissue consist solely of a single kind of cellular entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2503351608580069, ""false"": 0.749645782173336, ""altro"": 7.759307932111462e-06}, ""ordine"": null}, {""domanda_alt"": ""Does a given tissue consist entirely of cells belonging to the same cellular lineage?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.37977032414174877, ""false"": 0.6201434898829415, ""altro"": 2.0623460075281057e-05}, ""ordine"": null}]"
1356,do the internal intercostal muscles contract during inspiration,true,"[{""domanda_alt"": ""do the internal intercostal muscles contract during inspiration"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00031499855549389804, ""false"": 0.9996823564849853, ""altro"": 1.9828426042526355e-06}, ""ordine"": null}, {""domanda_alt"": ""Are internal intercostal muscles involved in the muscle activity during inhalation?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.5726441142782498e-05, ""false"": 0.9999735301196963, ""altro"": 8.098577369118329e-07}, ""ordine"": null}, {""domanda_alt"": ""Do the internal intercostal muscles participate in the process of expanding the chest cavity during inhalation?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 9.733792667241757e-05, ""false"": 0.9998983014892515, ""altro"": 2.867797768989904e-06}, ""ordine"": null}, {""domanda_alt"": ""Do internal intercostal muscles exhibit contraction activity during the inspiratory phase of respiration?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.644209605375998e-05, ""false"": 0.9999306846621149, ""altro"": 2.029375871109165e-06}, ""ordine"": null}, {""domanda_alt"": ""Do the diaphragm's accessory muscles, specifically the internal intercostal muscles, engage in contraction during the inhalation process?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0009882666101901905, ""false"": 0.9989914661699453, ""altro"": 8.9686767085819e-06}, ""ordine"": null}, {""domanda_alt"": ""Do the diaphragm's accessory muscles, specifically those within the intercostal spaces, participate in the inspiratory process?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.010974357563577343, ""false"": 0.988914857936944, ""altro"": 3.9444319449392486e-05}, ""ordine"": null}, {""domanda_alt"": ""Do internal intercostal muscles exhibit contraction during the inhalation process?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 5.441054611817609e-05, ""false"": 0.9999444146975488, ""altro"": 1.2855956000821899e-06}, ""ordine"": null}, {""domanda_alt"": ""Do the diaphragm accessory inspiratory muscles contract in synchrony with the initiation of inhalation?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008256891010189804, ""false"": 0.9910379836857368, ""altro"": 0.0004192968622741796}, ""ordine"": null}, {""domanda_alt"": ""Do the internal intercostal muscles become active during the initial phases of breathing in?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0030522774680867234, ""false"": 0.9969247906482157, ""altro"": 8.823227379892314e-06}, ""ordine"": null}, {""domanda_alt"": ""During the process of inhaling, are the internal intercostal muscles activated to contract?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0012154182917742133, ""false"": 0.9987744136248723, ""altro"": 5.018967632772555e-06}, ""ordine"": null}, {""domanda_alt"": ""Do the intercostal muscles responsible for compressing the thoracic cavity participate in the process of breathing in?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.5648027721125221, ""false"": 0.4349017612603605, ""altro"": 6.985983741224737e-05}, ""ordine"": null}]"
1357,is it healthy to be a sumo wrestler,false,"[{""domanda_alt"": ""is it healthy to be a sumo wrestler"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0005087097468470044, ""false"": 0.9994700731426868, ""altro"": 9.307473212767393e-06}, ""ordine"": null}, {""domanda_alt"": ""Can being a professional sumo wrestler have a positive impact on one's physical and overall well-being?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 6.498763396524026e-05, ""false"": 0.9999325954207445, ""altro"": 1.7046315656034464e-06}, ""ordine"": null}, {""domanda_alt"": ""Is engaging in the profession of a sumo wrestler conducive to one's overall well-being?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00010220889780746416, ""false"": 0.9998959414377803, ""altro"": 1.806445772531955e-06}, ""ordine"": null}, {""domanda_alt"": ""Is being a professional sumo wrestler consistent with maintaining good physical health?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.3287051340212864e-05, ""false"": 0.9999555733911343, ""altro"": 1.1713174821352612e-06}, ""ordine"": null}, {""domanda_alt"": ""Can being a professional sumo wrestler have a positive impact on one's overall physical and mental well-being?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 4.467480403063378e-05, ""false"": 0.9999531608351186, ""altro"": 1.5630238536087803e-06}, ""ordine"": null}, {""domanda_alt"": ""Can a lifestyle as physically demanding as that of a sumo wrestler have long-term health benefits?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 7.832152627880313e-05, ""false"": 0.999918492921764, ""altro"": 2.3021776041318413e-06}, ""ordine"": null}, {""domanda_alt"": ""Can being a sumo wrestler have a positive effect on one's physical well-being?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 2.492776506948513e-05, ""false"": 0.9999735869830167, ""altro"": 1.1907416722505977e-06}, ""ordine"": null}, {""domanda_alt"": ""Would engaging in professional sumo wrestling have a detrimental effect on one's overall well-being?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9985670477303262, ""false"": 0.0014275285376267246, ""altro"": 3.4536641221244462e-06}, ""ordine"": null}, {""domanda_alt"": ""Does engaging in sumo wrestling have a positive impact on one's physical health?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 1.0659210655762737e-05, ""false"": 0.9999876118103226, ""altro"": 1.3640938146366882e-06}, ""ordine"": null}, {""domanda_alt"": ""Does engaging in a career as a professional sumo wrestler have any long-term physical benefits for one's health?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 3.0349660711118907e-05, ""false"": 0.999967375205011, ""altro"": 1.7897469944619987e-06}, ""ordine"": null}, {""domanda_alt"": ""Is being a professional sumo wrestler detrimental to one's physical health?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9995889544977166, ""false"": 0.00040721015788680435, ""altro"": 2.8972682797192093e-06}, ""ordine"": null}]"
1358,can you have two babies with different fathers,true,"[{""domanda_alt"": ""can you have two babies with different fathers"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9958747774706381, ""false"": 0.0036442913319381315, ""altro"": 0.00047740576335237044}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a child to have two separate biological fathers?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9998029399759966, ""false"": 0.00019643464965916346, ""altro"": 5.848478864058614e-07}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to carry twins with each child having a distinct biological parent?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9955940073509111, ""false"": 0.003920723544360757, ""altro"": 0.00048217186639410136}, ""ordine"": null}, {""domanda_alt"": ""Is it biologically possible for a woman to conceive offspring with distinct paternal lineages in separate pregnancies?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9993312951483402, ""false"": 0.0006588886379841212, ""altro"": 8.153750627878571e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to give birth to twins who were fathered by two distinct individuals?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9983996604564807, ""false"": 0.0015358755861712694, ""altro"": 6.350874480368791e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to conceive twins with varying paternity?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9974696944330972, ""false"": 0.002267407282640811, ""altro"": 0.00026087594588726563}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to have twins with different biological parents?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9960946235789848, ""false"": 0.003531939877293439, ""altro"": 0.00037013954457496397}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a single woman to give birth to twins who were conceived by two separate men?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9879181022877238, ""false"": 0.01189287578966473, ""altro"": 0.00018402317358663555}, ""ordine"": null}, {""domanda_alt"": ""Is it biologically possible to conceive twins where each child has a distinct paternal lineage?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9982618902510397, ""false"": 0.001646641187203209, ""altro"": 8.983835609379885e-05}, ""ordine"": null}, {""domanda_alt"": ""Can a person conceive children who have different biological parents?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9140294430144488, ""false"": 0.08572394949145173, ""altro"": 0.00021903541575618238}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to give birth to twins where each child has a different biological father?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9976128699969985, ""false"": 0.001962462292268293, ""altro"": 0.00042355758520769336}, ""ordine"": null}]"
1359,can you be offside on a corner kick,true,"[{""domanda_alt"": ""can you be offside on a corner kick"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.041732561008584766, ""false"": 0.9582409319445856, ""altro"": 1.1093413875222107e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to commit an offside infraction during a corner kick in soccer?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.051442586990377036, ""false"": 0.9485229728631329, ""altro"": 1.2369796732514786e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to commit an offside infraction during the taking of a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.025546087693084786, ""false"": 0.9744276103537703, ""altro"": 9.362959087716775e-06}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for a player to commit an offside infraction during a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.019510633952760585, ""false"": 0.9804630672550017, ""altro"": 9.158952559591985e-06}, ""ordine"": null}, {""domanda_alt"": ""Are there any specific rules governing an opponent's position in relation to the ball and their own goal during a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.07734252464024229, ""false"": 0.9214191682550368, ""altro"": 0.0010648938885960027}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to incur an offside infringement during a corner kick scenario?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.02796668286824284, ""false"": 0.9719969555671952, ""altro"": 1.3311227852417488e-05}, ""ordine"": null}, {""domanda_alt"": ""Can an attacking player receive a pass from a teammate following a corner kick while ahead of both the ball and the second-to-last defender?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0858907647839647, ""false"": 0.9139512538214777, ""altro"": 4.727727944813356e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible for an attacking player to be considered offside during a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.015925988484235255, ""false"": 0.9840467757529618, ""altro"": 1.1465834581666938e-05}, ""ordine"": null}, {""domanda_alt"": ""Is it possible to commit an offside offense during a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03912772251522774, ""false"": 0.9608455203377164, ""altro"": 9.823906566498436e-06}, ""ordine"": null}, {""domanda_alt"": ""Can an attacking player's position be considered offside during a corner kick?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.04239791445554312, ""false"": 0.9575462546084509, ""altro"": 2.0932504031418262e-05}, ""ordine"": null}, {""domanda_alt"": ""Is there an offside rule applicable to situations involving corner kicks?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.4966156969880404, ""false"": 0.5031889923330464, ""altro"": 8.53406134152254e-05}, ""ordine"": null}]"
1360,has there ever been a tie game in baseball,true,"[{""domanda_alt"": ""has there ever been a tie game in baseball"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9712461207181287, ""false"": 0.028715936146307616, ""altro"": 1.699708341641598e-05}, ""ordine"": null}, {""domanda_alt"": ""Has a game in the sport of baseball ever ended with both teams having an equal number of runs?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8456024414000655, ""false"": 0.15431115137749454, ""altro"": 2.471262437559525e-05}, ""ordine"": null}, {""domanda_alt"": ""Has baseball's history included an instance where both teams ended with equal scores at the conclusion of the full number of innings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9455337259430304, ""false"": 0.05443972637473698, ""altro"": 1.0571003967467665e-05}, ""ordine"": null}, {""domanda_alt"": ""Has there ever been an instance of equal scores at the end of a baseball game?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9062439349680117, ""false"": 0.09360776335743273, ""altro"": 4.237329600732377e-05}, ""ordine"": null}, {""domanda_alt"": ""Has it ever occurred that the score between two teams remained equal at the end of an officially sanctioned baseball match?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9817136821411109, ""false"": 0.018261042185957716, ""altro"": 1.029027705021236e-05}, ""ordine"": null}, {""domanda_alt"": ""Has a Major League Baseball game ever ended with no winner?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9773931900970667, ""false"": 0.022593987067640403, ""altro"": 5.802888931740487e-06}, ""ordine"": null}, {""domanda_alt"": ""Has a match in baseball ever ended with identical scores for both teams?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.986959245589868, ""false"": 0.01302409430453268, ""altro"": 7.327430921463041e-06}, ""ordine"": null}, {""domanda_alt"": ""Has a draw occurred during a baseball match at any point in history?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9931645119205186, ""false"": 0.006818023341484029, ""altro"": 8.126408936797485e-06}, ""ordine"": null}, {""domanda_alt"": ""Has it ever occurred that both teams playing baseball ended with the same number of runs scored at the end of nine innings?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.6442358928983319, ""false"": 0.35532130724839334, ""altro"": 0.00012141179041260513}, ""ordine"": null}, {""domanda_alt"": ""Has a match in baseball resulted in an equal score at the end of play?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9709037810935693, ""false"": 0.02903517220041952, ""altro"": 1.8894206738549242e-05}, ""ordine"": null}, {""domanda_alt"": ""Has there been an instance of a drawn outcome in a baseball match?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9842522723609305, ""false"": 0.015725789354559757, ""altro"": 9.73940303302676e-06}, ""ordine"": null}]"
1361,is me to we a non profit organization,false,"[{""domanda_alt"": ""is me to we a non profit organization"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0013648142939908482, ""false"": 0.9986114297739963, ""altro"": 1.12952340679255e-05}, ""ordine"": null}, {""domanda_alt"": ""Are \""I\"" and \""we\"" indicative of Is Me To We's charitable status?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.09766378457250412, ""false"": 0.9021537776654421, ""altro"": 6.953808418121572e-05}, ""ordine"": null}, {""domanda_alt"": ""Does \""is me to we\"" classify itself as a nonprofit entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008292889164694752, ""false"": 0.9916081215475366, ""altro"": 4.498816130694875e-05}, ""ordine"": null}, {""domanda_alt"": ""Does \""Is Me To We\"" operate as a nonprofit entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.007387696206729293, ""false"": 0.9925662133274805, ""altro"": 1.7144676202609017e-05}, ""ordine"": null}, {""domanda_alt"": ""Does Is Me To We operate as a nonprofit entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004212255954567972, ""false"": 0.9957610099005246, ""altro"": 1.044205804011848e-05}, ""ordine"": null}, {""domanda_alt"": ""Is \""me to We\"" a registered charitable entity with no intention of generating profits?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0009566065335611338, ""false"": 0.9990392784133876, ""altro"": 2.2516577198298547e-06}, ""ordine"": null}, {""domanda_alt"": ""Are \""I\"" and \""we\"" used interchangeably in the context of a non-profit entity's organizational structure?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.22348171109237583, ""false"": 0.776266014382842, ""altro"": 7.067899858918651e-05}, ""ordine"": null}, {""domanda_alt"": ""Does \""me to we\"" describe itself as a charitable entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.029516546488327407, ""false"": 0.9702902969203132, ""altro"": 0.00014017222082966498}, ""ordine"": null}, {""domanda_alt"": ""Does \""Is\"" Me To We qualify as a non-profit entity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008051477256159147, ""false"": 0.9918729054820874, ""altro"": 2.7036489364526288e-05}, ""ordine"": null}, {""domanda_alt"": ""Are Isme We a non-profit entity? \n\nAlternatively:\n\nDoes Isme We operate as a non-profit organisation?\n\nOr:\n\nIs Isme We a charitable organization in nature?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00938229620311623, ""false"": 0.9903394371415936, ""altro"": 0.00012119951099785781}, ""ordine"": null}, {""domanda_alt"": ""Are \""I\"" and \""we\"" representatives of an organization that operates for public benefit without seeking personal gain?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.959371846339018, ""false"": 0.04057523337903278, ""altro"": 2.1747496867799106e-05}, ""ordine"": null}]"
1362,is a peck the same as a bushel,false,"[{""domanda_alt"": ""is a peck the same as a bushel"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.03574718430862976, ""false"": 0.9639843761936298, ""altro"": 0.00023969609401030333}, ""ordine"": null}, {""domanda_alt"": ""Does one peck of an item have equivalent volume to one bushel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.009369555846099848, ""false"": 0.9906148686762172, ""altro"": 5.967660897360053e-06}, ""ordine"": null}, {""domanda_alt"": ""Does one peck of something have the same quantity as one standard bushel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0039107097896843935, ""false"": 0.9960778749236022, ""altro"": 4.639243956518889e-06}, ""ordine"": null}, {""domanda_alt"": ""Does a peck have equivalent measurement to a standard bushel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.3904526689863393, ""false"": 0.6094321791928985, ""altro"": 5.725714905628753e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a peck measure the same volume as a standard unit in a bushel?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.7068894176900425, ""false"": 0.2930446047359931, ""altro"": 2.2005540461511072e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a peck hold equivalent volume to that of a standard bushel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.2434470187367928, ""false"": 0.7564604249577659, ""altro"": 2.986927192161015e-05}, ""ordine"": null}, {""domanda_alt"": ""Do a peck and a bushel measure exactly the same quantity?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.008416224688179175, ""false"": 0.9915759982039909, ""altro"": 3.517420858666149e-06}, ""ordine"": null}, {""domanda_alt"": ""Does the term \""peck\"" have an equivalent volume to a standard unit known as a \""bushel\""?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.991661834343149, ""false"": 0.00831736675940021, ""altro"": 1.7437026219792816e-05}, ""ordine"": null}, {""domanda_alt"": ""Does a peck have the same volume measurement as a bushel?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.19258365281605822, ""false"": 0.8073588945439126, ""altro"": 2.128951759037553e-05}, ""ordine"": null}, {""domanda_alt"": ""Do a peck and a bushel refer to equivalent quantities?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.41463279883233206, ""false"": 0.5853181638867473, ""altro"": 1.7559650996133007e-05}, ""ordine"": null}, {""domanda_alt"": ""Do units of measurement for volume such as \""peck\"" and \""bushel\"" have equivalent quantities?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9937980006264577, ""false"": 0.006164230330538031, ""altro"": 2.650955408757339e-05}, ""ordine"": null}]"
1363,is the movie vertical limit a true story,false,"[{""domanda_alt"": ""is the movie vertical limit a true story"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.00044128333651063825, ""false"": 0.9995459313893748, ""altro"": 7.693752583038346e-06}, ""ordine"": null}, {""domanda_alt"": ""Does the plot of Vertical Limit accurately reflect real-life events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0029880499502867707, ""false"": 0.9969501164473176, ""altro"": 4.724551827251923e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the movie Vertical Limit depict factual events from real life?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0028446921408008382, ""false"": 0.9971446845262147, ""altro"": 6.4107754489731566e-06}, ""ordine"": null}, {""domanda_alt"": ""Was the storyline in the film Vertical Limit based on actual events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0004074604082306268, ""false"": 0.9995520442439306, ""altro"": 3.639958099680522e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the film \""Vertical Limit\"" portray actual events that inspired its narrative?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.006389223581734718, ""false"": 0.9935766717376435, ""altro"": 1.7950648013221973e-05}, ""ordine"": null}, {""domanda_alt"": ""Was the plot of the film Vertical Limit based on actual events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0013837596932902282, ""false"": 0.9985541773256592, ""altro"": 5.135804417782174e-05}, ""ordine"": null}, {""domanda_alt"": ""Is the film \""Vertical Limit\"" based on actual events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0011455388402442546, ""false"": 0.9988316737336826, ""altro"": 1.7023516824638908e-05}, ""ordine"": null}, {""domanda_alt"": ""Was the plot of the film \""Vertical Limit\"" based on actual events that took place in real life?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0007634191135373104, ""false"": 0.9991262316067997, ""altro"": 9.76038714148347e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the film \""Vertical Limit\"" depict actual events from real life?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0013679175493043992, ""false"": 0.9986214839678669, ""altro"": 6.9098815003921635e-06}, ""ordine"": null}, {""domanda_alt"": ""Does the film Vertical Limit draw from actual events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.004657949480623499, ""false"": 0.9952759819708598, ""altro"": 4.815469847295987e-05}, ""ordine"": null}, {""domanda_alt"": ""Does the movie Vertical Limit claim to be based on actual events?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.0022202508845377516, ""false"": 0.997677619901459, ""altro"": 8.37264654215087e-05}, ""ordine"": null}]"
1364,do male and female pronghorn antelopes have horns,true,"[{""domanda_alt"": ""do male and female pronghorn antelopes have horns"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.8929213133838616, ""false"": 0.10536088558279878, ""altro"": 0.001514645307495498}, ""ordine"": null}, {""domanda_alt"": ""Do both males and females of the pronghorn antelope species develop horn growth throughout their lives?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.027498644279332376, ""false"": 0.9724688913124002, ""altro"": 1.2329340851916634e-05}, ""ordine"": null}, {""domanda_alt"": ""Do both male and female pronghorns possess a bony outgrowth on their forehead?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.19592242951178654, ""false"": 0.8039917288656292, ""altro"": 3.142334126152737e-05}, ""ordine"": null}, {""domanda_alt"": ""Do both male and female pronghorns possess horn structures?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.023296542305089037, ""false"": 0.9766751328829836, ""altro"": 1.207189773920476e-05}, ""ordine"": null}, {""domanda_alt"": ""Do both genders of pronghorn antelope possess horns?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.047864595894171996, ""false"": 0.9520837495384179, ""altro"": 2.3712019551899917e-05}, ""ordine"": null}, {""domanda_alt"": ""Do pronghorns display sex-specific differences in horn morphology?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9989805505859206, ""false"": 0.0010175604429794576, ""altro"": 1.3235893803539346e-06}, ""ordine"": null}, {""domanda_alt"": ""Do pronghorns of both sexes exhibit horn growth, regardless of gender designation?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.15606059564593233, ""false"": 0.8438196873276883, ""altro"": 4.221703365348319e-05}, ""ordine"": null}, {""domanda_alt"": ""Do pronghorns exhibit sex-related variation in their horn characteristics?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9997058118695252, ""false"": 0.00029264733162231846, ""altro"": 1.185138845820303e-06}, ""ordine"": null}, {""domanda_alt"": ""Do both male and female pronghorns possess horns?"", ""risposta_pulita"": ""false"", ""probabilita"": {""true"": 0.005200024795154009, ""false"": 0.9947849127898163, ""altro"": 7.837345269636239e-06}, ""ordine"": null}, {""domanda_alt"": ""Do pronghorns exhibit sex-related differences in horn development?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994164715975985, ""false"": 0.0005820328806780277, ""altro"": 1.1050444356856746e-06}, ""ordine"": null}, {""domanda_alt"": ""Do pronghorns exhibit distinct horn characteristics based on their sex?"", ""risposta_pulita"": ""true"", ""probabilita"": {""true"": 0.9994037511876658, ""false"": 0.0005952505807992647, ""altro"": 8.592295661453332e-07}, ""ordine"": null}]"
